DEPT,RDEEP_1,RSHAL_1,RMICRO_1,DENB_1,CALI_1,NEUT_1,GR_1,SP_1,DTCOMP_1,PEF_1,DTSH_1
1509.2172,9.9291,7.8336,1.2831,2.261,12.1015,0.2911,69.639,-82.4375,105.4072,7.1167,186.3521
1509.3696,9.8921,7.8189,1.0886,2.2085,12.0614,0.2952,68.0106,-82.4375,105.0007,7.3092,186.5924
1509.522,9.7946,7.8292,1.0877,2.1961,12.0808,0.3094,64.9782,-82.4375,104.2748,8.0201,186.2406
1509.6744,9.0226,7.3104,1.4721,2.2433,12.0808,0.2907,66.5584,-82.4375,103.624,8.0736,186.5466
1509.8268,7.8042,6.3918,2.4299,2.3011,12.1049,0.28,66.5239,-82.5,104.2277,8.4022,193.4038
1509.9792,7.1648,5.9113,1.6566,2.3078,12.0577,0.2755,68.1877,-82.8125,105.8717,8.1704,188.6986
1510.1316,6.673,5.5171,1.4176,2.2932,12.0628,0.2696,70.3502,-83.0625,105.5766,9.4096,192.9675
1510.284,6.1912,5.1351,1.9738,2.3131,12.093,0.2606,73.3015,-83.375,105.2077,8.8377,189.021
1510.4364,5.8708,4.88,2.0112,2.3231,12.0935,0.281,78.3865,-83.3125,105.2756,8.693,191.6965
1510.5888,5.7897,4.7815,1.3248,2.3285,12.0808,0.2843,76.5889,-83.5625,105.173,7.7666,193.2112
1510.7412,6.0383,4.9351,2.1663,2.3237,12.0911,0.2876,76.9668,-83.6875,104.2942,8.4882,188.6107
1510.8936,6.4778,5.2514,2.4478,2.3487,12.0962,0.2539,74.4005,-83.625,103.4355,8.4955,181.9484
1511.046,7.4207,5.9381,2.3012,2.3322,12.1121,0.2678,70.0897,-83.8125,103.1348,7.6666,183.3919
1511.1984,8.5811,6.6779,1.5483,2.2805,12.0679,0.2712,66.0549,-83.75,102.1055,7.4224,182.2431
1511.3508,8.2905,6.3579,1.3573,2.2437,12.0664,0.2742,63.0272,-84.375,103.6322,7.5906,184.0417
1511.5032,7.3003,5.6577,1.5537,2.256,12.0576,0.2619,67.224,-84.625,102.4141,9.243,186.5182
1511.6556,6.0083,4.7743,1.3561,2.2914,12.0911,0.2565,70.8813,-85.3125,103.8916,10.6385,191.0387
1511.808,5.1073,4.1085,1.639,2.3394,12.165,0.2681,75.7322,-84.8125,102.0065,11.2251,194.6486
1511.9604,4.7532,3.8581,2.4551,2.3628,12.1399,0.2698,80.6439,-84.9375,102.5314,10.7224,196.7888
1512.1128,4.5014,3.6886,1.9565,2.3627,12.0782,0.2785,84.0617,-85.125,103.1137,10.5134,201.5238
1512.2652,4.4328,3.6226,1.9483,2.3639,12.0953,0.2617,84.4254,-85.25,101.5396,10.4323,200.885
1512.4176,4.3751,3.5844,1.5662,2.36,12.1476,0.2641,84.5036,-85.125,100.7021,9.5401,194.7238
1512.57,4.3678,3.5796,2.0016,2.3739,12.2253,0.2509,79.3841,-85.125,101.5668,8.7069,196.7973
