DEPT,RDEEP_1,RSHAL_1,RMICRO_1,DENB_1,CALI_1,NEUT_1,GR_1,SP_1,DTCOMP_1,PEF_1,DTSH_1
827.0748,1.6585,1.2858,0.8025,2.2918,12.1296,0.2971,82.1039,-86.5625,122.7878,7.9182,303.5929
827.2272,1.3334,1.0396,0.5353,2.2542,12.1168,0.3137,75.8272,-86.5,123.0068,7.9085,302.1211
827.3796,1.207,0.9494,0.3739,2.1851,12.111,0.3144,78.1386,-86.625,122.9075,7.2616,301.7825
827.532,1.2213,0.9441,0.3648,2.1586,12.1401,0.2941,79.8403,-86.375,124.4756,7.3223,302.6023
827.6844,1.1837,0.905,0.6579,2.1694,12.1082,0.2771,87.7269,-85.875,123.9102,6.9012,304.3603
827.8368,1.248,0.9231,0.5894,2.1824,12.1193,0.2814,87.5443,-85,124.6263,6.837,305.8713
827.9892,1.2838,0.9568,0.4102,2.1492,12.1168,0.3084,87.3761,-84.25,124.8418,6.4074,307.8605
828.1416,1.0589,0.8099,0.383,2.1096,12.1168,0.3278,89.6557,-82.9375,126.2569,6.8287,299.9755
828.294,0.9385,0.7116,0.3499,2.1039,12.111,0.3289,96.0978,-81.75,123.4235,6.9943,291.4518
828.4464,0.8959,0.6877,0.3163,2.121,12.1168,0.3247,104.2057,-80.1875,121.3807,7.3524,289.6397
828.5988,0.897,0.6703,0.3518,2.1246,12.1168,0.3127,102.6562,-79.375,121.4985,7.3064,285.3757
828.7512,0.948,0.6924,0.3255,2.1294,12.1219,0.3167,91.4738,-78.75,121.6484,7.1881,285.6751
828.9036,1.0314,0.7548,0.3304,2.1172,12.1471,0.3062,76.2082,-78.0625,122.224,6.9958,286.2395
829.056,1.1019,0.7985,0.2842,2.1116,12.1347,0.3288,68.7633,-77.125,122.8824,7.0512,285.1503
829.2084,1.1141,0.8088,0.2927,2.1069,12.127,0.3238,66.9741,-76.375,123.4324,6.8573,282.9542
829.3608,1.0738,0.7702,0.2893,2.1038,12.1137,0.3351,67.4931,-75.875,123.4214,6.7773,287.5583
829.5132,1.0002,0.7188,0.2899,2.0932,12.1193,0.3303,67.3715,-75.4375,124.3922,6.2939,290.3694
829.6656,0.928,0.6648,0.2858,2.0716,12.1219,0.3415,65.8789,-75.1875,125.3598,6.1966,290.8827
829.818,0.8806,0.6258,0.2851,2.0679,12.1333,0.3395,63.6895,-75.0625,125.8456,6.1852,291.7026
829.9704,0.8842,0.633,0.2816,2.0702,12.1219,0.3477,63.3249,-74.875,124.61,6.0501,295.6855
830.1228,0.9308,0.6574,0.2912,2.0662,12.1193,0.3395,60.6508,-74.625,125.395,5.8758,300.1873
830.2752,0.9609,0.6656,0.2851,2.0658,12.1165,0.3415,60.0446,-74.625,124.999,5.5868,296.4716
830.4276,0.963,0.6586,0.2903,2.0593,12.1219,0.344,55.936,-74.5,124.8727,5.73,291.5906
830.58,0.9564,0.6473,0.2821,2.0807,12.1219,0.3515,57.1514,-74.75,124.2635,6.0554,290.8968
830.7324,0.9106,0.6203,0.3267,2.0865,12.1333,0.3546,59.9692,-74.6875,124.1381,6.1664,290.9083
830.8848,0.8598,0.5761,0.2822,2.0897,12.1245,0.3487,63.9836,-74.5,124.1946,6.2198,291.5618
831.0372,0.823,0.5593,0.2862,2.0829,12.1219,0.3412,69.3317,-74.25,124.7072,6.2843,292.1812
831.1896,0.814,0.5557,0.3086,2.0833,12.1137,0.3371,76.2378,-74.3125,125.0968,6.7962,295.4954
831.342,0.8388,0.5754,0.3209,2.0922,12.1479,0.3315,75.4803,-74.25,125.2933,6.7544,297.4553
831.4944,0.9155,0.6185,0.3333,2.0963,12.1063,0.3358,77.6682,-74.4375,125.2716,7.0175,295.8932
831.6468,1.0148,0.6874,0.3236,2.0932,12.1276,0.3367,82.4085,-74.375,124.9286,7.0763,291.9406
831.7992,1.0932,0.7371,0.3376,2.1003,12.1374,0.3201,94.0031,-74.3125,124.7041,7.7717,289.3251
831.9516,1.1158,0.7619,0.3324,2.11,12.127,0.3071,109.8044,-74.25,124.4306,8.1659,287.6702
832.104,1.0949,0.7423,0.3099,2.1092,12.122,0.3164,124.6593,-74.25,123.927,8.0081,285.7641
832.2564,1.0599,0.7292,0.332,2.1051,12.127,0.331,144.8576,-73.9375,123.3713,7.3865,280.6633
832.4088,1.021,0.7001,0.3264,2.1047,12.127,0.3422,140.0335,-73.8125,121.6421,6.5592,280.9745
832.5612,0.9503,0.6497,0.3306,2.1108,12.1331,0.3291,123.4449,-73.875,120.1778,6.6997,281.1743
832.7136,0.8914,0.6098,0.3273,2.1116,12.1349,0.3079,95.43,-74,119.6185,6.689,279.7073
832.866,0.8537,0.5825,0.3266,2.1184,12.1296,0.3197,78.8616,-74.0625,119.8457,6.6905,278.2867
833.0184,0.8505,0.5853,0.3689,2.121,12.127,0.3214,69.0823,-74.125,120.2546,6.1438,278.1081
833.1708,0.893,0.6157,0.3274,2.1119,12.1247,0.3438,62.8742,-74.1875,121.8906,5.803,279.4973
833.3232,0.9551,0.6492,0.3161,2.1015,12.1373,0.3421,62.5096,-74.1875,123.6754,5.6004,284.6536
833.4756,1.0053,0.6882,0.3216,2.0914,12.1424,0.3486,60.2949,-74.0625,125.3627,5.4145,302.6359
833.628,1.0331,0.7172,0.3278,2.0834,12.1469,0.3607,58.9579,-74.0625,126.1706,5.38,302.6359
833.7804,1.0179,0.7012,0.3314,2.0754,12.1529,0.3623,57.8639,-74.1875,126.0564,5.5803,302.8033
833.9328,0.9909,0.6784,0.3193,2.0786,12.1502,0.3746,56.1507,-74,125.553,5.7883,300.9661
834.0852,0.9712,0.6636,0.3247,2.0802,12.1412,0.3506,58.2371,-73.9375,124.2031,5.6124,294.9514
834.2376,0.9652,0.6742,0.2996,2.0813,12.1502,0.3213,58.2371,-73.75,124.2187,5.4803,291.765
834.39,0.961,0.6659,0.3065,2.0811,12.1604,0.2953,58.387,-73.875,123.9693,5.3327,290.5627
834.5424,0.9491,0.6589,0.2943,2.0897,12.1662,0.2877,59.5824,-74.1875,123.9505,5.4742,290.7271
834.6948,0.9247,0.6377,0.2893,2.0979,12.1656,0.3142,55.2564,-74.5,124.4101,5.3062,292.1935
834.8472,0.8919,0.6113,0.3127,2.1079,12.1734,0.3214,58.1496,-74.9375,125.1939,5.2445,292.713
834.9996,0.8726,0.6117,0.3158,2.1035,12.163,0.3234,58.1709,-74.6875,125.5888,5.2947,295.5718
835.152,0.881,0.6227,0.3184,2.0911,12.1577,0.3007,62.226,-74.4375,126.0112,5.4757,297.7123
835.3044,0.9324,0.6421,0.3214,2.0836,12.163,0.3099,63.32,-74.4375,126.2839,5.4844,302.1425
835.4568,0.9888,0.6724,0.309,2.0736,12.1865,0.3223,60.5031,-74.5,126.0439,5.4276,304.7976
835.6092,0.9713,0.6661,0.3262,2.0688,12.1438,0.3318,59.0722,-74.375,125.6794,5.2998,302.6506
835.7616,0.9119,0.6387,0.3231,2.0651,12.163,0.3214,57.4921,-74.375,124.5347,5.4064,292.268
835.914,0.8699,0.6057,0.3277,2.0787,12.176,0.3476,58.188,-74.625,123.7963,5.6497,289.6462
836.0664,0.8558,0.5964,0.3519,2.0879,12.163,0.3565,61.6697,-74.5625,123.1245,5.9689,288.0792
836.2188,0.8765,0.6146,0.3373,2.0972,12.155,0.3698,62.4424,-74.625,122.4591,5.9564,288.9287
836.3712,0.9272,0.6456,0.3329,2.0889,12.1656,0.3446,60.4493,-74.1875,123.2188,5.7233,289.3835
836.5236,0.9487,0.6682,0.3861,2.0835,12.163,0.3438,58.6692,-73.9375,124.1031,5.278,289.7437
836.676,0.9666,0.6812,0.3581,2.0841,12.1662,0.3304,57.9424,-74,124.627,5.1898,289.9222
836.8284,0.9871,0.6987,0.3874,2.0889,12.1734,0.3194,63.98,-74.125,124.933,5.0379,291.6686
836.9808,1.0245,0.7188,0.3757,2.0903,12.1656,0.3242,63.0076,-74.3125,124.1325,5.3057,292.5146
837.1332,1.0527,0.7373,0.3582,2.0876,12.155,0.3273,63.5742,-74.4375,123.242,5.2924,288.2411
837.2856,1.0063,0.6934,0.3164,2.0835,12.163,0.3201,61.0217,-74.3125,122.464,5.7192,284.7154
837.438,0.9083,0.6373,0.3154,2.0885,12.1662,0.3084,62.9665,-74.375,121.9446,5.8692,283.5886
837.5904,0.8486,0.6015,0.3124,2.0942,12.163,0.292,59.68,-74.5,121.4445,6.2381,287.1557
837.7428,0.8311,0.595,0.3284,2.104,12.163,0.3212,57.4963,-74.625,122.3282,5.7991,289.8728
837.8952,0.8554,0.6,0.3478,2.1064,12.1656,0.3223,57.0101,-74.9375,122.3064,5.3545,290.4436
838.0476,0.95,0.6466,0.3469,2.1152,12.1662,0.3416,58.9751,-75,123.2129,5.1606,292.5868
838.2,1.0393,0.713,0.3539,2.1286,12.163,0.3467,61.3398,-74.875,124.1442,5.2693,295.9026
838.3524,1.04,0.7251,0.3565,2.1332,12.163,0.3691,62.0691,-74.9375,124.0931,5.4848,295.0963
838.5048,1.024,0.7149,0.3374,2.1385,12.1656,0.3756,60.7418,-75.3125,124.5491,5.3639,291.7067
838.6572,1.0343,0.7343,0.38,2.1343,12.1662,0.3534,62.8702,-75.3125,124.8662,5.0992,290.0879
838.8096,1.0448,0.7333,0.4299,2.1367,12.163,0.3423,60.1961,-75.25,124.2446,5.0487,291.0726
838.962,1.0693,0.7517,0.3606,2.1257,12.1734,0.349,62.1109,-75.1875,124.1708,5.1003,291.4079
839.1144,1.0842,0.774,0.3375,2.1225,12.1577,0.3693,60.005,-75.125,124.4648,5.3754,287.7867
839.2668,1.0445,0.737,0.3129,2.1175,12.163,0.3828,60.1265,-75,123.6312,5.6505,286.6225
839.4192,0.9894,0.697,0.3237,2.1154,12.163,0.3752,59.6403,-74.875,124.3874,5.6528,287.3173
839.5716,0.9541,0.6778,0.3158,2.1191,12.1689,0.377,58.6847,-74.8125,122.6788,5.5512,288.0057
839.724,0.9588,0.6846,0.3177,2.1208,12.163,0.3545,60.4268,-74.875,122.6527,5.4203,289.5818
839.8764,0.9658,0.6942,0.3258,2.1199,12.163,0.3502,57.5963,-74.5625,123.0981,5.4445,289.5067
840.0288,0.9715,0.6839,0.3124,2.1081,12.1662,0.3479,57.6591,-74.3125,124.055,5.7426,290.2703
840.1812,0.9507,0.6641,0.311,2.1119,12.1656,0.3519,59.4349,-74.875,125.4138,5.8304,290.6972
840.3336,0.9382,0.6574,0.3332,2.1139,12.1774,0.354,63.6024,-74.75,125.4438,5.9426,291.2006
840.486,0.9587,0.6769,0.3342,2.1083,12.1449,0.3487,64.0487,-74.9375,125.6119,6.0532,291.5048
840.6384,0.9562,0.6791,0.3791,2.0843,12.1297,0.3455,61.3158,-75.1875,126.2227,6.3074,291.6076
840.7908,0.9392,0.6743,0.3526,2.0744,12.1038,0.3247,60.2219,-75.25,122.4147,6.598,291.9666
840.9432,0.9767,0.6899,0.3185,2.0854,12.1194,0.3105,55.9677,-75.1875,122.2786,6.8876,292.8691
841.0956,0.9904,0.6918,0.3455,2.106,12.1142,0.2923,57.7044,-75,122.1169,6.7179,293.2426
841.248,0.9621,0.6872,0.3949,2.1141,12.1194,0.3185,56.1243,-75.5,123.4306,6.1413,292.5575
841.4004,1.0065,0.7297,0.3753,2.1146,12.1142,0.3348,60.2569,-75.6875,123.1544,5.4546,293.0921
841.5528,1.0458,0.7526,0.3741,2.1176,12.1168,0.3569,59.8216,-75.9375,123.3359,5.0521,294.4726
841.7052,1.0376,0.7552,0.407,2.1269,12.1166,0.344,61.5232,-75.625,123.6141,5.0248,291.3531
841.8576,1.1252,0.8056,0.3945,2.1266,12.1168,0.3465,61.4017,-75.9375,124.1612,5.0971,290.1938
842.01,1.1855,0.8401,0.4176,2.1161,12.1142,0.3325,58.9507,-75.9375,124.8785,5.2198,289.9799
842.1624,1.0632,0.7548,0.5434,2.0998,12.1082,0.3379,55.6329,-76,125.0571,5.4001,291.7653
842.3148,0.9489,0.6872,0.4154,2.094,12.1272,0.324,52.3511,-76.1875,125.1503,5.7933,296.3499
842.4672,0.865,0.6384,0.3523,2.0897,12.1142,0.3361,50.771,-76.4375,125.1144,5.9635,299.9205
842.6196,0.7881,0.5778,0.3807,2.0884,12.1194,0.3144,49.0421,-76.5625,125.5437,6.3261,296.9753
842.772,0.8372,0.6052,0.3701,2.1029,12.1142,0.3065,50.2575,-76.5,125.5819,6.1449,295.8953
842.9244,0.8996,0.6457,0.5117,2.1159,12.1082,0.3204,50.3791,-76.625,125.4225,6.1,298.631
843.0768,0.9531,0.6868,0.4449,2.1204,12.1142,0.3511,53.9338,-76.625,125.0298,5.7357,299.8983
843.2292,1.0417,0.7573,0.3964,2.1125,12.1272,0.3424,57.9449,-77,124.3891,5.6812,297.9814
843.3816,0.9758,0.7146,0.4535,2.1066,12.1194,0.3364,59.4035,-77.5625,124.2267,5.7237,295.7822
843.534,0.9916,0.7278,0.4182,2.1246,12.1142,0.3248,59.2731,-77.625,125.3975,6.0942,295.6293
843.6864,1.0729,0.7918,0.3637,2.1321,12.1142,0.3295,54.9832,-77.25,121.8473,6.3244,294.5985
843.8388,1.123,0.8406,0.4565,2.145,12.1168,0.3138,56.2374,-76.8125,122.5003,6.2983,293.9736
843.9912,1.158,0.8504,0.3949,2.142,12.1142,0.3028,57.2163,-76.375,121.4003,6.0175,292.7759
844.1436,1.123,0.8453,0.3934,2.1316,12.1305,0.3339,58.8516,-75.875,122.1703,5.6772,292.1531
844.296,1.0303,0.7881,0.3462,2.1244,12.0935,0.3425,58.0836,-75.25,122.6223,5.8005,292.5767
844.4484,0.945,0.7194,0.3693,2.1344,12.135,0.3365,55.3721,-74.5625,123.5976,6.2868,292.3555
844.6008,0.8909,0.6758,0.4002,2.1369,12.1082,0.3144,56.325,-74.0625,123.581,6.3546,294.2939
844.7532,0.9252,0.7004,0.3524,2.1343,12.1168,0.3148,57.1394,-73.8125,123.888,6.4203,296.373
844.9056,0.9734,0.7338,0.3276,2.129,12.1055,0.33,60.2717,-74,123.8945,6.3266,294.0492
845.058,0.9952,0.7623,0.3998,2.1293,12.1142,0.3395,59.1777,-74,123.7665,6.9908,292.1684
845.2104,1.0657,0.8005,0.4097,2.1524,12.1142,0.3031,61.4021,-74.125,123.4712,7.5927,292.1903
845.3628,1.1361,0.8597,0.4398,2.185,12.1305,0.2982,63.7356,-74.625,122.4899,7.3057,288.3447
845.5152,1.2505,0.9371,0.6323,2.2327,12.1142,0.2906,69.0837,-74.6875,121.6116,7.2985,286.049
845.6676,1.3991,1.0413,0.6694,2.2722,12.1116,0.3292,74.7964,-74.8125,120.4054,7.4481,280.902
845.82,1.5234,1.1257,0.6847,2.2783,12.1142,0.3135,76.775,-74.9375,119.6797,8.2922,275.6184
845.9724,1.6115,1.1843,0.5998,2.2745,12.122,0.3105,75.3164,-75.1875,119.9174,8.3002,276.9566
846.1248,1.6129,1.1798,0.6867,2.2662,12.1553,0.3001,70.477,-75.125,121.1464,7.9286,278.4057
846.2772,1.5504,1.1334,0.6513,2.2623,12.1734,0.3264,68.6286,-75.8125,121.9763,7.4365,284.6203
846.4296,1.4148,1.035,0.6781,2.2439,12.1662,0.3351,68.507,-76.3125,123.2186,6.7615,291.1687
846.582,1.224,0.9129,0.5488,2.2066,12.1604,0.3277,65.5674,-76.8125,123.2857,6.2506,299.7049
846.7344,1.1711,0.8828,0.5071,2.1814,12.144,0.2928,62.2325,-76.9375,122.8928,6.4302,299.3842
846.8868,1.1624,0.8689,0.6675,2.1958,12.1193,0.2941,61.4156,-77.75,123.8096,6.3827,291.7719
847.0392,1.225,0.9067,0.5929,2.2105,12.1142,0.3195,67.493,-78.3125,123.4308,6.1475,291.1804
847.1916,1.3305,0.9752,0.6259,2.2063,12.1142,0.3297,65.5659,-78.75,122.1005,5.5038,287.0747
847.344,1.2799,0.9276,0.4854,2.154,12.1278,0.2999,62.6791,-78.75,122.4711,5.3739,283.8045
847.4964,1.1314,0.842,0.4007,2.1171,12.1142,0.3068,56.8448,-78.6875,123.828,5.1766,284.3648
847.6488,1.0209,0.7553,0.3581,2.1001,12.1168,0.3369,58.6893,-78.25,124.11,5.1731,286.2814
847.8012,0.9662,0.7093,0.3561,2.1116,12.1055,0.3522,58.5386,-77.6875,123.346,5.1568,286.6756
847.9536,0.9542,0.6949,0.3624,2.1158,12.135,0.3339,57.9308,-77.125,123.1377,5.2552,284.1168
848.106,0.9621,0.6889,0.3593,2.1114,12.0935,0.3084,57.1626,-76.625,123.0209,5.379,283.6884
848.2584,0.9298,0.6738,0.3559,2.1154,12.135,0.3261,58.5066,-76.625,121.8344,5.7081,286.6009
848.4108,0.9021,0.6637,0.3606,2.1248,12.1055,0.3401,57.2911,-76.5625,120.8491,6.339,286.8736
848.5632,0.9417,0.6867,0.3748,2.1413,12.1142,0.3427,58.5066,-76,119.8368,7.2015,281.6474
848.7156,1.0355,0.7405,0.4679,2.1728,12.1116,0.3305,56.9637,-75.625,120.5769,7.6201,275.9205
848.868,1.1867,0.8307,0.556,2.1998,12.1082,0.3008,60.8313,-75.75,120.6821,6.9176,273.1563
849.0204,1.2799,0.8909,0.4783,2.1748,12.1142,0.3133,56.9579,-75.9375,122.1213,6.4662,267.3277
849.1728,1.1811,0.8259,0.5062,2.1266,12.1142,0.3171,55.0952,-76.125,123.504,6.3095,266.0983
849.3252,1.087,0.7622,0.3916,2.0993,12.1278,0.3264,50.9844,-76.4375,125.1372,6.4338,272.7528
849.4776,1.0141,0.7126,0.3691,2.09,12.1142,0.3287,48.4158,-76.5625,125.7092,6.2996,276.0096
849.63,0.8983,0.6301,0.3729,2.086,12.1142,0.3094,47.6526,-76.875,126.2292,6.0754,279.5722
849.7824,0.8307,0.574,0.3343,2.0933,12.1055,0.3115,43.7631,-77.1875,126.1501,6.0111,280.7109
849.9348,0.7754,0.5407,0.352,2.096,12.1168,0.3148,43.3984,-77.6875,126.402,5.9745,280.7397
850.0872,0.7534,0.5302,0.3538,2.1012,12.1142,0.3167,44.7296,-78.125,126.322,6.1516,282.3329
850.2396,0.7896,0.5514,0.3715,2.0999,12.1142,0.3393,46.7669,-78.0625,126.1,6.6429,282.9767
850.392,0.8619,0.5993,0.3896,2.0914,12.1305,0.3255,51.9934,-78.0625,126.0062,6.9727,283.0977
850.5444,0.9249,0.6394,0.3566,2.0786,12.1168,0.3453,49.684,-78.0625,125.8338,6.7499,285.7235
850.6968,0.9493,0.6675,0.3097,2.0772,12.127,0.3384,47.4693,-77.6875,126.4218,6.1093,286.9156
850.8492,0.8848,0.6296,0.3091,2.0871,12.1165,0.3559,45.6461,-77.5625,126.7508,5.9171,288.6886
851.0016,0.8406,0.6057,0.2952,2.0848,12.127,0.3373,49.2925,-77.25,125.8003,5.9218,289.9693
851.154,0.8416,0.5956,0.2954,2.0784,12.127,0.3562,51.1164,-76.5625,125.3911,6.0634,289.6516
851.3064,0.8545,0.6062,0.2948,2.0736,12.1415,0.3545,50.5087,-76.125,125.6454,5.8841,289.4755
851.4588,0.8407,0.6026,0.2947,2.0683,12.127,0.3641,46.1329,-75.4375,125.3762,5.8678,287.3249
851.6112,0.7981,0.567,0.3073,2.0709,12.127,0.324,47.9568,-74.9375,125.2852,5.9112,288.3349
851.7636,0.7561,0.5532,0.299,2.0739,12.1415,0.3143,51.6032,-75,125.5018,6.0252,292.6069
851.916,0.7043,0.5123,0.3474,2.0805,12.1063,0.3161,56.4652,-75.4375,125.9087,6.2112,300.0656
852.0684,0.7249,0.5365,0.3353,2.0944,12.1504,0.2985,59.0707,-75.75,126.1641,6.337,310.9773
852.2208,0.8646,0.6272,0.4275,2.1366,12.1081,0.3045,62.7171,-76.125,126.6941,7.0638,317.6473
852.3732,1.0506,0.7556,0.6083,2.1951,12.14,0.2967,70.01,-76.3125,126.785,7.7365,322.4791
852.5256,1.2388,0.8764,0.7008,2.2474,12.127,0.3251,77.8564,-76.5,126.5326,8.3057,321.0729
852.678,1.3068,0.9365,0.623,2.2552,12.1192,0.3001,75.8904,-77.4375,126.5555,8.2201,312.9274
852.8304,1.2756,0.9244,0.4894,2.2282,12.1296,0.324,73.8489,-77.8125,126.6148,8.0678,312.4292
852.9828,1.1849,0.8581,0.4776,2.204,12.1304,0.3227,67.3198,-77.8125,126.6264,7.8416,309.8267
853.1352,1.1352,0.832,0.5167,2.1904,12.14,0.3665,67.8491,-77.3125,126.6266,7.504,306.9571
853.2876,1.1415,0.8348,0.4471,2.1816,12.127,0.3558,63.8504,-76.8125,126.9952,7.3409,300.9685
853.44,1.1032,0.8171,0.4166,2.1571,12.1296,0.3697,63.1423,-76.4375,126.2849,6.9986,290.2288
853.5924,1.0209,0.7658,0.3738,2.1292,12.122,0.3482,58.5017,-76.8125,126.6738,7.2736,288.1609
853.7448,0.9719,0.7408,0.363,2.1167,12.127,0.3437,58.2214,-77.4375,125.7859,7.0394,288.5777
853.8972,0.9674,0.7525,0.3743,2.1144,12.1296,0.3353,57.1275,-77.625,123.6616,7.2686,288.8125
854.0496,0.9871,0.7664,0.3814,2.134,12.1304,0.3353,63.3264,-77.375,123.2428,6.9708,288.8897
854.202,1.0347,0.8006,0.4163,2.1501,12.1296,0.3444,63.4988,-77.125,123.0773,7.2002,289.202
854.3544,1.1207,0.8684,0.4178,2.1697,12.1374,0.3264,66.3167,-76.8125,123.5657,7.4741,289.9314
854.5068,1.1777,0.9181,0.4277,2.1734,12.1192,0.3286,66.6813,-76.25,123.1539,7.0371,291.3235
854.6592,1.2088,0.9519,0.4681,2.1789,12.1424,0.3073,69.5477,-75.3125,122.7428,6.5565,291.9808
854.8116,1.2402,0.9747,0.4912,2.1879,12.1579,0.3105,69.2753,-74.8125,122.5526,6.2341,292.8765
854.964,1.2693,0.9932,0.4808,2.1882,12.181,0.2981,70.0046,-74.375,122.7026,6.4569,291.3011
855.1164,1.2824,1.0068,0.5093,2.1924,12.1882,0.2997,69.6399,-74.0625,123.1224,6.8054,291.4409
855.2688,1.2627,0.986,0.505,2.188,12.1835,0.2984,73.658,-73.75,123.7094,6.735,294.2019
855.4212,1.2449,0.9695,0.4905,2.1831,12.1966,0.3107,76.3321,-74.1875,124.3566,6.7968,296.1058
855.5736,1.21,0.9523,0.5345,2.187,12.1743,0.3394,74.7655,-74.4375,124.7573,6.5126,303.236
855.726,1.1595,0.8967,0.5013,2.1951,12.1861,0.3505,71.6053,-74.875,125.2336,6.7414,306.6866
855.8784,1.1347,0.889,0.5238,2.1978,12.2045,0.3322,63.8262,-75.125,124.4104,7.1808,305.185
856.0308,1.1367,0.8963,0.473,2.2013,12.1658,0.3249,65.7574,-75.8125,124.9742,7.4853,303.595
856.1832,1.1728,0.9449,0.64,2.2183,12.1835,0.3178,66.122,-76.3125,125.2935,7.7583,302.7819
856.3356,1.3328,1.0616,0.6105,2.2419,12.1861,0.3327,72.9535,-76.9375,126.8715,7.8993,327.2173
856.488,1.5415,1.2245,0.8233,2.2729,12.1937,0.3449,83.7184,-77.0625,127.2042,8.8051,335.2459
856.6404,1.727,1.3513,0.7943,2.2895,12.2324,0.3612,91.1022,-77.875,127.6399,9.6389,353.9055
856.7928,1.9014,1.483,0.7669,2.3089,12.2683,0.359,97.5521,-78.125,127.9052,9.294,349.7179
856.9452,1.8347,1.4381,0.973,2.295,12.249,0.3267,87.3708,-77.9375,127.3518,8.4456,336.595
857.0976,1.514,1.2141,0.7816,2.2449,12.1705,0.3037,76.1825,-77.6875,126.3547,7.4871,328.154
857.25,1.1616,0.9409,0.4771,2.1599,12.1426,0.2879,63.9951,-78,125.5461,6.7693,301.2309
857.4024,0.9824,0.8073,0.3677,2.1175,12.122,0.2942,62.5607,-78.625,122.5932,6.4623,297.9363
857.5548,0.9486,0.7832,0.4352,2.1309,12.1347,0.2868,65.7574,-79.5,121.9972,6.489,296.7267
857.7072,1.0294,0.8449,0.5126,2.1874,12.1502,0.3009,68.0668,-80.4375,121.6042,6.8449,295.9391
857.8596,1.2487,1.0051,0.6174,2.2299,12.1662,0.2916,71.1055,-80.875,121.7406,7.1127,292.3325
858.012,1.4515,1.1712,0.6385,2.2516,12.1681,0.3051,72.9287,-80.75,120.5983,7.1784,288.8943
858.1644,1.4985,1.214,0.7443,2.2609,12.1656,0.3012,78.763,-80.4375,120.4522,7.2038,284.6934
858.3168,1.5168,1.226,0.6317,2.2667,12.163,0.3178,75.5327,-79.6875,119.1353,7.304,283.9888
858.4692,1.5197,1.2367,0.6793,2.2823,12.1717,0.3259,77.3822,-78.75,119.1085,7.1271,281.9937
858.6216,1.5696,1.2849,0.858,2.295,12.1784,0.3204,69.9678,-78.25,119.051,7.2847,282.9469
858.774,1.7248,1.3887,0.7772,2.3172,12.1835,0.3098,75.6291,-77.9375,121.299,7.984,288.7549
858.9264,1.8961,1.5049,0.8184,2.3266,12.1882,0.3045,75.1155,-78,122.4695,8.3549,292.6513
859.0788,1.9166,1.5149,1.0287,2.3335,12.1861,0.3182,81.3145,-78.4375,121.2714,8.6604,295.8569
859.2312,1.6898,1.3377,0.8521,2.3063,12.1835,0.3182,77.668,-78.6875,121.6603,7.9285,300.6547
859.3836,1.5303,1.2334,0.5195,2.2608,12.1717,0.315,74.8542,-79.125,122.0115,7.5207,297.1394
859.536,1.3573,1.0909,0.4601,2.2131,12.1681,0.2956,64.4011,-79.5,121.7942,7.0172,291.658
859.6884,1.0819,0.8893,0.5977,2.1736,12.1784,0.2858,56.9866,-79.6875,121.7603,6.5077,289.9247
859.8408,0.9953,0.8337,0.4799,2.1459,12.1882,0.299,48.376,-79.75,121.684,6.5007,289.6394
859.9932,1.0782,0.9138,0.3263,2.139,12.1835,0.291,54.2103,-79.9375,121.008,6.561,291.269
860.1456,1.1854,0.9966,0.6072,2.1862,12.1913,0.2921,64.1987,-80.875,121.3051,7.3902,300.7633
860.298,1.527,1.2453,1.0004,2.2614,12.235,0.2791,79.9397,-81.0625,120.1393,7.9751,302.7098
860.4504,2.2726,1.8081,1.08,2.3229,12.2863,0.2918,86.3184,-81.0625,119.1215,7.7596,302.0481
860.6028,2.6852,2.1279,1.1366,2.3456,12.3197,0.2949,84.9086,-81,118.2389,7.1789,300.0274
860.7552,2.2586,1.7951,0.9757,2.3338,12.2242,0.2794,77.3563,-80.625,118.1842,7.1484,291.0359
860.9076,1.6446,1.3437,0.7776,2.3012,12.1603,0.2798,71.0221,-79.875,119.0283,7.0639,291.8052
861.06,1.2534,1.0499,0.5033,2.2384,12.176,0.3094,65.1177,-79.875,120.1658,6.8912,295.781
861.2124,1.1465,0.9613,0.4543,2.2076,12.1526,0.3102,63.4925,-80.1875,121.9312,6.8071,303.4047
861.3648,1.1856,0.9713,0.4863,2.2074,12.176,0.3085,64.5419,-81,124.4409,7.1394,315.5216
861.5172,1.3169,1.0589,0.8864,2.2628,12.1577,0.293,76.6132,-81.875,125.1034,7.7667,335.1609
861.6696,1.6061,1.2805,0.7778,2.2944,12.163,0.3139,84.4209,-82.0625,124.4819,7.6519,335.5829
861.822,1.8185,1.459,0.8327,2.3115,12.1656,0.3359,90.7414,-82.25,124.067,7.4458,329.0494
861.9744,1.7295,1.3937,0.8452,2.3004,12.1656,0.3359,85.9631,-82,123.6729,7.6144,314.9927
862.1268,1.7042,1.372,0.7242,2.2918,12.1656,0.3241,83.3043,-81.6875,122.1157,7.7642,302.2127
862.2792,1.5626,1.2608,0.621,2.2733,12.163,0.3017,76.6192,-81.1875,120.605,7.8405,296.8831
862.4316,1.4435,1.1714,0.6265,2.2483,12.1799,0.2928,72.6081,-80.6875,119.9903,7.0809,291.9315
862.584,1.4111,1.1476,0.4668,2.2223,12.1992,0.2877,70.498,-81.125,119.6611,6.9065,290.5587
862.7364,1.4014,1.135,0.5845,2.2146,12.2041,0.2752,70.1565,-81.8125,118.4835,7.2152,290.0794
